schoolname,ncesid,ncesdistid_geo,distname,level,ppe,enroll,sesavgall,lninc50avgall,baplusavgall,unempavgall,snapavgall,locale,frpl
Camas Ridge Community Elementary,410474001781,4104740,Eugene SD 4J,Elementary,14426.7499101153,359.911971755847,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.46
Cesar Chavez Elementary School,410474001604,4104740,Eugene SD 4J,Elementary,16483.9314563798,408.494186046459,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.993625150849111
Charlemagne French Immersion Elementary School,410474001344,4104740,Eugene SD 4J,Elementary,14045.9207170948,339.918604651153,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.17
Chinese Language Immersion School,410474001858,4104740,Eugene SD 4J,Elementary,12787.9312262067,55.0579301262956,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.32
Churchill High School,410474000575,4104740,Eugene SD 4J,High,15919.2215290835,1061.57196541561,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.49
Coburg Community Charter School,410474000533,4104740,Eugene SD 4J,Middle,7975.41332152555,224.353293413155,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.05
Corridor Elementary School,410474001359,4104740,Eugene SD 4J,Elementary,15951.2919031068,174.491279069758,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.55
Edgewood Community Elementary School,410474000537,4104740,Eugene SD 4J,Elementary,14598.9450708334,391.173526310818,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.29
Edison Elementary School,410474000538,4104740,Eugene SD 4J,Elementary,15209.1962835092,318.546252351615,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.43
Eugene Education Options,410474000567,4104740,Eugene SD 4J,High,19398.2200930636,189.171939921445,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.69
Family School,410474000690,4104740,Eugene SD 4J,Elementary,16833.0493246418,164.871177978901,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.62
Gilham Elementary School,410474000542,4104740,Eugene SD 4J,Elementary,14035.2954382901,539.37209302321,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.39
Holt Elementary School,410474001609,4104740,Eugene SD 4J,Elementary,14649.4079385809,547.636627906901,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.59
Howard Elementary School,410474000544,4104740,Eugene SD 4J,Elementary,15695.996202489,487.764935961792,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.974443773101084
Kelly Middle School,410474000562,4104740,Eugene SD 4J,Middle,15798.6463681212,405.780934233176,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.72
Kennedy Middle School,410474000564,4104740,Eugene SD 4J,Middle,14590.7058174715,374.983466759446,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.57
Madison Middle School,410474000565,4104740,Eugene SD 4J,Middle,14993.3087217666,416.093015213154,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.52
McCornack Elementary School,410474000548,4104740,Eugene SD 4J,Elementary,16197.7110035253,334.156976744143,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.969399034585804
Monroe Middle School,410474000566,4104740,Eugene SD 4J,Middle,13831.6915874156,563.683157403992,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.45
Network Charter School,410474001593,4104740,Eugene SD 4J,High,7956.81408486397,111.533728294068,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.986935160690919
North Eugene High School,410474000571,4104740,Eugene SD 4J,High,16468.7759267698,910.545939226705,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.51
Ridgeline Montessori,410474001491,4104740,Eugene SD 4J,Middle,7976.26609786481,243.054536298689,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.33
River Road/El Camino del Rio Elementary School,410474000550,4104740,Eugene SD 4J,Elementary,15050.3090716052,377.093023255782,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.9628364059655
Roosevelt Middle School,410474000568,4104740,Eugene SD 4J,Middle,14170.4263812103,569.02034458748,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.29
Sheldon High School,410474000572,4104740,Eugene SD 4J,High,15573.2625767362,1365.70463400364,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.28
South Eugene High School,410474000573,4104740,Eugene SD 4J,High,14836.366144207,1444.93391637322,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.25
Spencer Butte Middle School,410474000569,4104740,Eugene SD 4J,Middle,14476.9363056992,428.236711741011,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.32
Spring Creek Elementary School,410474000553,4104740,Eugene SD 4J,Elementary,14919.0796158487,287.093023255793,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.56
Twin Oaks Elementary School,410474000555,4104740,Eugene SD 4J,Elementary,14341.5400073015,232.069767441844,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.44
Twin Rivers Charter School,410474001848,4104740,Eugene SD 4J,High,7956.81408486396,36.3959537571855,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.0036966318
Village School,410474001492,4104740,Eugene SD 4J,Middle,8218.78825498101,223.621282868545,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.63
Willagillespie Elementary School,410474000559,4104740,Eugene SD 4J,Elementary,13859.1145415939,509.436046511579,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.48
Yujin Gakuen Elementary School,410474001348,4104740,Eugene SD 4J,Elementary,13613.6389696431,315.62209302325,-0.042874832,10.720719,0.42255655,0.078092285,0.15223822,Urban,0.36
Falls City Elementary School,410000301061,4100003,Falls City SD 57,Middle,23381.5352206757,118.463087248298,-0.65023571,10.732633,0.1637889,0.073080689,0.21503466,Rural,0.945765980356373
Falls City High School,410000301062,4100003,Falls City SD 57,High,25992.4454186556,76.065455994282,-0.65023571,10.732633,0.1637889,0.073080689,0.21503466,Rural,0.999769409974106
Elmira Elementary School,410495000597,4104950,Fern Ridge SD 28J,Elementary,11480.9877535282,274.429484819397,0.1442695,10.891172,0.18315071,0.063061945,0.14230153,Rural,0.56
Elmira High School,410495000601,4104950,Fern Ridge SD 28J,High,17058.9467266202,380.31706335218,0.1442695,10.891172,0.18315071,0.063061945,0.14230153,Rural,0.39
Fern Ridge Middle School,410495000600,4104950,Fern Ridge SD 28J,Middle,11612.6241245522,356.747687707534,0.1442695,10.891172,0.18315071,0.063061945,0.14230153,Rural,0.52
Veneta Elementary School,410495000599,4104950,Fern Ridge SD 28J,Elementary,11259.4237934928,371.255018487203,0.1442695,10.891172,0.18315071,0.063061945,0.14230153,Rural,0.54
West Lane Technology Learning Center,410495001595,4104950,Fern Ridge SD 28J,High,6405.14201881529,88.0656941269256,0.1442695,10.891172,0.18315071,0.063061945,0.14230153,Rural,0.52
Cornelius Elementary School,410516001182,4105160,Forest Grove SD 15,Elementary,14105.0071992662,363.71094847336,0.022781299,10.906534,0.20543873,0.074371926,0.15191555,Suburb,0.997866132799536
Dilley Elementary School,410516001183,4105160,Forest Grove SD 15,Elementary,13070.0129115799,243.666629703536,0.022781299,10.906534,0.20543873,0.074371926,0.15191555,Suburb,0.22
Echo Shaw Elementary School,410516001184,4105160,Forest Grove SD 15,Elementary,14302.5249429304,414.026206845523,0.022781299,10.906534,0.20543873,0.074371926,0.15191555,Suburb,0.84
Fern Hill Elementary School,410516001578,4105160,Forest Grove SD 15,Elementary,15273.1649624997,259.948140755491,0.022781299,10.906534,0.20543873,0.074371926,0.15191555,Suburb,0.991664118198678
Forest Grove Community School,410516001724,4105160,Forest Grove SD 15,Middle,4894.71885336738,199.843376993614,0.022781299,10.906534,0.20543873,0.074371926,0.15191555,Suburb,0.12
Forest Grove High School,410516001189,4105160,Forest Grove SD 15,High,14011.6547146184,1855.29138818346,0.022781299,10.906534,0.20543873,0.074371926,0.15191555,Suburb,0.52
Harvey Clarke Elementary School,410516001186,4105160,Forest Grove SD 15,Elementary,13552.1618447024,489.167110223954,0.022781299,10.906534,0.20543873,0.074371926,0.15191555,Suburb,0.36
Joseph Gale Elementary School,410516001187,4105160,Forest Grove SD 15,Elementary,13737.544366509,501.050380719985,0.022781299,10.906534,0.20543873,0.074371926,0.15191555,Suburb,0.69
Neil Armstrong Middle School,410516001188,4105160,Forest Grove SD 15,Middle,12947.7309252025,884.277560554706,0.022781299,10.906534,0.20543873,0.074371926,0.15191555,Suburb,0.59
Tom McCall Upper Elementary,410516001339,4105160,Forest Grove SD 15,Elementary,14168.9501767156,782.112341940304,0.022781299,10.906534,0.20543873,0.074371926,0.15191555,Suburb,0.6
Gaston Elementary School,410543001247,4105430,Gaston SD 511J,Elementary,11382.2492722797,271.791293321938,0.60825872,11.174506,0.19587392,0.069845401,0.10700898,Rural,0.46
Gaston Jr/Sr High School,410543001249,4105430,Gaston SD 511J,High,13079.4379362489,292.622754490967,0.60825872,11.174506,0.19587392,0.069845401,0.10700898,Rural,0.38
Frontier Charter Academy,410001501859,4100015,Gervais SD 1,High,5185.15318844549,322.244444444308,0.023147419,10.910193,0.14022154,0.077284075,0.13898155,Suburb,0.47
Gervais Elementary School,410001500821,4100015,Gervais SD 1,Elementary,13146.1430161867,411.026785714209,0.023147419,10.910193,0.14022154,0.077284075,0.13898155,Suburb,0.94180618993938
Gervais High School,410001500853,4100015,Gervais SD 1,High,14808.0695762915,288.80654761899,0.023147419,10.910193,0.14022154,0.077284075,0.13898155,Suburb,0.980672570872121
Gervais Middle School,410001500831,4100015,Gervais SD 1,Middle,12353.8858056265,241.922619047546,0.023147419,10.910193,0.14022154,0.077284075,0.13898155,Suburb,0.952922913250513
Samuel Brown Academy,410001501588,4100015,Gervais SD 1,High,13109.2422849819,28.192884668302,0.023147419,10.910193,0.14022154,0.077284075,0.13898155,Suburb,0.9828330440633
Gladstone Center for Children and Families,410561001774,4105610,Gladstone SD 115,Early Ed,5634.52496986941,122.439759036135,0.020814128,10.895909,0.23138338,0.068479262,0.13711359,Suburb,0.48
Gladstone High School,410561000146,4105610,Gladstone SD 115,High,14016.8411676341,643.010460693108,0.020814128,10.895909,0.23138338,0.068479262,0.13711359,Suburb,0.37
John Wetten Elementary School,410561000144,4105610,Gladstone SD 115,Elementary,11805.7112739662,728.417159763247,0.020814128,10.895909,0.23138338,0.068479262,0.13711359,Suburb,0.44
Walter L Kraxberger Middle School,410561000145,4105610,Gladstone SD 115,Middle,12666.7626252691,465.455970118799,0.020814128,10.895909,0.23138338,0.068479262,0.13711359,Suburb,0.41
Glendale Community Charter School,410564000327,4105640,Glendale SD 77,High,24605.5876142671,98.6533333333125,-0.63155144,10.636375,0.10818315,0.092600197,0.18691289,Rural,0.988826371892355
Glendale Elementary School,410564000326,4105640,Glendale SD 77,Middle,17378.6391085635,196.320261437876,-0.63155144,10.636375,0.10818315,0.092600197,0.18691289,Rural,0.940340119889006
Glide Elementary School,410567000302,4105670,Glide SD 12,Elementary,13251.6149742272,415.578801198703,-0.035857268,10.822357,0.22439007,0.091071524,0.1018775,Rural,0.59
Glide High School,410567000305,4105670,Glide SD 12,High,16470.2397596856,213.59409472994,-0.035857268,10.822357,0.22439007,0.091071524,0.1018775,Rural,0.48
Glide Middle School,410567000303,4105670,Glide SD 12,Middle,13211.7642868558,111.658536405804,-0.035857268,10.822357,0.22439007,0.091071524,0.1018775,Rural,0.56
Allen Dale Elementary School,410591000457,4105910,Grants Pass SD 7,Elementary,11338.6790424234,467.155688622708,-0.50236207,10.594273,0.1626295,0.077790409,0.19526716,Urban,0.977338259443641
Grants Pass High School,410591000464,4105910,Grants Pass SD 7,High,13486.8030984783,1824.62690435999,-0.50236207,10.594273,0.1626295,0.077790409,0.19526716,Urban,0.953378661773168
Highland Elementary School,410591000458,4105910,Grants Pass SD 7,Elementary,10631.8305491172,474.378391787732,-0.50236207,10.594273,0.1626295,0.077790409,0.19526716,Urban,0.974669241909869
Lincoln Elementary School,410591000459,4105910,Grants Pass SD 7,Elementary,11901.3572806132,430.827219845801,-0.50236207,10.594273,0.1626295,0.077790409,0.19526716,Urban,0.963409968353808
North Middle School,410591000460,4105910,Grants Pass SD 7,Middle,11708.2342590233,787.89958272401,-0.50236207,10.594273,0.1626295,0.077790409,0.19526716,Urban,0.965060298535973
Parkside Elementary,410591000970,4105910,Grants Pass SD 7,Elementary,12975.8993092904,443.548833105087,-0.50236207,10.594273,0.1626295,0.077790409,0.19526716,Urban,0.94914344006218
Redwood Elementary School,410591000461,4105910,Grants Pass SD 7,Elementary,12031.8547220387,478.706586826309,-0.50236207,10.594273,0.1626295,0.077790409,0.19526716,Urban,0.979846010906622
Riverside Elementary School,410591000462,4105910,Grants Pass SD 7,Elementary,13317.6172929249,382.007555003409,-0.50236207,10.594273,0.1626295,0.077790409,0.19526716,Urban,0.995007662307471
South Middle School,410591000463,4105910,Grants Pass SD 7,Middle,11511.7369893917,675.033189368452,-0.50236207,10.594273,0.1626295,0.077790409,0.19526716,Urban,0.968605551049113
Albany Options School,410112001577,4101120,Greater Albany Public SD 8J,High,15501.1233513098,139.078672834908,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.59
Calapooia Middle School,410112000732,4101120,Greater Albany Public SD 8J,Middle,12148.9726269563,646.21271633204,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.59
Central Elementary School,410112000669,4101120,Greater Albany Public SD 8J,Elementary,15094.2439554714,136.103551812844,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.960946477823891
Clover Ridge Elementary School,410112000725,4101120,Greater Albany Public SD 8J,Elementary,13007.622590912,360.771091215689,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.32
Lafayette Elementary School,410112000670,4101120,Greater Albany Public SD 8J,Elementary,14570.3160737671,332.421823979118,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.979098379272036
Liberty Elementary School,410112000671,4101120,Greater Albany Public SD 8J,Elementary,12069.7097150525,346.209619078439,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.31
Memorial Middle School,410112000733,4101120,Greater Albany Public SD 8J,Middle,12311.2771096825,580.895639872542,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.46
North Albany Elementary School,410112000029,4101120,Greater Albany Public SD 8J,Elementary,13491.8329663637,241.532379632089,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.18
North Albany Middle School,410112000734,4101120,Greater Albany Public SD 8J,Middle,12715.1823110615,593.571162099296,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.35
Oak Elementary School,410112000672,4101120,Greater Albany Public SD 8J,Elementary,12485.1094654023,319.807001391883,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.945709648560733
Oak Grove Elementary School,410112000017,4101120,Greater Albany Public SD 8J,Elementary,11252.3943216842,268.643274853785,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.19
Periwinkle Elementary School,410112000680,4101120,Greater Albany Public SD 8J,Elementary,12362.4450923466,447.975243297696,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.9608433900401
South Albany High School,410112000736,4101120,Greater Albany Public SD 8J,High,13747.6754547374,1351.14327725693,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.46
South Shore Elementary School,410112000674,4101120,Greater Albany Public SD 8J,Elementary,13438.9388592622,425.601000473925,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.981874060602859
Sunrise Elementary School,410112000673,4101120,Greater Albany Public SD 8J,Elementary,14520.0371490033,333.375621924887,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.947806178713217
Takena Elementary School,410112000675,4101120,Greater Albany Public SD 8J,Elementary,14048.7606672477,142.709213152626,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.971092215864919
Tangent Elementary School,410112000692,4101120,Greater Albany Public SD 8J,Elementary,16085.9620261058,135.457959485308,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.95216155145783
Timber Ridge School,410112001773,4101120,Greater Albany Public SD 8J,Middle,5616.86020744295,727.405919975561,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.33
Waverly Elementary School,410112000676,4101120,Greater Albany Public SD 8J,Elementary,15211.5510797296,272.857162867206,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.961983856316656
West Albany High School,410112000735,4101120,Greater Albany Public SD 8J,High,13348.075572283,1245.75452700498,0.069218487,10.879272,0.23586209,0.075983867,0.14974988,Urban,0.25
Clear Creek Middle School,410600000525,4106000,Gresham-Barlow SD 10J,Middle,11578.6584258508,643.998973107543,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.989697661953978
Deep Creek â€“ Damascus K-8 School,410600000098,4106000,Gresham-Barlow SD 10J,Middle,12575.081292405,424.269909324506,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.2
Dexter McCarty Middle School,410600000988,4106000,Gresham-Barlow SD 10J,Middle,13405.2189027824,508.197249317701,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.57
East Gresham Elementary School,410600000989,4106000,Gresham-Barlow SD 10J,Elementary,14546.2915303483,369.756621370182,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.968981880228966
East Orient Elementary School,410600000995,4106000,Gresham-Barlow SD 10J,Elementary,10915.3155799442,487.514867987789,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.24
Gordon Russell Middle School,410600000990,4106000,Gresham-Barlow SD 10J,Middle,11157.424200016,827.272616394409,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.51
Gresham Arthur Academy,410600001733,4106000,Gresham-Barlow SD 10J,Elementary,3997.71997117915,170.473936435077,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.26
Gresham High School,410600001040,4106000,Gresham-Barlow SD 10J,High,12630.6639050305,1439.53314132737,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.5
Hall Elementary School,410600001304,4106000,Gresham-Barlow SD 10J,Elementary,12074.6267872346,409.914751451463,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.940145856151357
Highland Elementary School,410600000991,4106000,Gresham-Barlow SD 10J,Elementary,12978.3177171406,479.786849593349,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.950943264127709
Hogan Cedars Elementary School,410600004182,4106000,Gresham-Barlow SD 10J,Elementary,12427.3825969055,558.769308943029,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.940054275114089
Hollydale Elementary School,410600001303,4106000,Gresham-Barlow SD 10J,Elementary,12249.4407698502,437.726916376243,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.53
Kelly Creek Elementary School,410600000534,4106000,Gresham-Barlow SD 10J,Elementary,11512.2432770136,507.76967276653,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.42
Lewis and Clark Montessori Charter School,410600001757,4106000,Gresham-Barlow SD 10J,Middle,3997.71997117915,368.90308802188,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.0047941288
Metro East Web Academy,410600001787,4106000,Gresham-Barlow SD 10J,High,4488.51066191757,538.884834188837,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.39
North Gresham Elementary School,410600000992,4106000,Gresham-Barlow SD 10J,Elementary,12678.8307444758,502.925834494564,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.997392689143308
Powell Valley Elementary School,410600000993,4106000,Gresham-Barlow SD 10J,Elementary,10890.2787489689,461.594103521052,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.43
Sam Barlow High School,410600001041,4106000,Gresham-Barlow SD 10J,High,12516.6811377689,1583.86917678619,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.34
Springwater Trail High School,410600004183,4106000,Gresham-Barlow SD 10J,High,14383.6536199922,187.383440507769,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.51
West Gresham Elementary School,410600000994,4106000,Gresham-Barlow SD 10J,Elementary,12925.8857012452,287.024186991771,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.44
West Orient Middle School,410600000996,4106000,Gresham-Barlow SD 10J,Middle,11544.0633953691,472.973422937368,0.20734327,10.94785,0.22115143,0.067983732,0.13182335,Suburb,0.36
Burns High School,410249000379,4102490,Harney County SD 3,High,17083.1431485597,227.859612659401,-0.64195263,10.587995,0.15914887,0.096780322,0.2038351,Town,0.45
Henry L Slater Elementary School,410249000361,4102490,Harney County SD 3,Elementary,12029.1840618766,423.828767123249,-0.64195263,10.587995,0.15914887,0.096780322,0.2038351,Town,0.62
Hines Middle School,410249000363,4102490,Harney County SD 3,Middle,13809.1418963737,199.287671232864,-0.64195263,10.587995,0.15914887,0.096780322,0.2038351,Town,0.59
Crane Elementary School,410360000365,4103600,Harney County SD 4,Middle,34655.6820261633,103.709219858151,0.57364196,10.754533,0.20224905,0.065056719,0.054926697,Rural,0.46
Harrisburg Elementary School,410001900698,4100019,Harrisburg SD 7J,Elementary,10437.0953363131,381.26945812796,0.010362917,10.856365,0.15994924,0.07061328,0.14106086,Town,0.56
Harrisburg High School,410001900731,4100019,Harrisburg SD 7J,High,14724.929130324,252.956287014576,0.010362917,10.856365,0.15994924,0.07061328,0.14106086,Town,0.53
Helix School,410627001084,4106270,Helix SD 1,High,17330.8319699016,183.215976331345,0.67074692,11.069021,0.28036836,0.053795602,0.1043689,Rural,0.19
Armand Larive Middle School,410630001096,4106300,Hermiston SD 8,Middle,10745.3118661964,788.045977011424,-0.38980538,10.818792,0.15344229,0.079850197,0.18323983,Town,0.58
Desert View Elementary School,410630001439,4106300,Hermiston SD 8,Elementary,11294.9323361844,578.096941148957,-0.38980538,10.818792,0.15344229,0.079850197,0.18323983,Town,0.54
Hermiston High School,410630001097,4106300,Hermiston SD 8,High,12610.1087352179,1589.09734442968,-0.38980538,10.818792,0.15344229,0.079850197,0.18323983,Town,0.5
Highland Hills Elementary School,410630001293,4106300,Hermiston SD 8,Elementary,11502.4461823321,472.679480164114,-0.38980538,10.818792,0.15344229,0.079850197,0.18323983,Town,0.55
Rocky Heights Elementary School,410630001093,4106300,Hermiston SD 8,Elementary,11701.6163352258,507.412190736667,-0.38980538,10.818792,0.15344229,0.079850197,0.18323983,Town,0.64
Sandstone Middle School,410630000677,4106300,Hermiston SD 8,Middle,12200.6372914654,569.580459770057,-0.38980538,10.818792,0.15344229,0.079850197,0.18323983,Town,0.62
Sunset Elementary School,410630001094,4106300,Hermiston SD 8,Elementary,11210.7709748429,597.495896032755,-0.38980538,10.818792,0.15344229,0.079850197,0.18323983,Town,0.77
West Park Elementary School,410630001095,4106300,Hermiston SD 8,Elementary,11717.5479303321,577.372229822096,-0.38980538,10.818792,0.15344229,0.079850197,0.18323983,Town,0.79
Brookwood Elementary School,410002301169,4100023,Hillsboro SD 1J,Elementary,14783.4009175925,330.755745554005,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.967514230175875
Butternut Creek Elementary School,410002301199,4100023,Hillsboro SD 1J,Elementary,13940.1425630876,390.465004217491,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.997729562581517
Century High School,410002301248,4100023,Hillsboro SD 1J,High,13688.4755742761,1535.82561058395,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.43
City View Charter School,410002301535,4100023,Hillsboro SD 1J,Middle,4427.75305344759,189.738829607862,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.06
Eastwood Elementary School,410002301171,4100023,Hillsboro SD 1J,Elementary,13627.2801979778,438.709781121699,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.982653769124299
Evergreen Jr High School,410002301322,4100023,Hillsboro SD 1J,Middle,12858.694692267,797.127650493503,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.51
Farmington View Elementary School,410002301242,4100023,Hillsboro SD 1J,Elementary,11531.9479320404,311.986617467204,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.37
Free Orchards Elementary School,410002301764,4100023,Hillsboro SD 1J,Elementary,15356.8195698331,361.009739860642,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.953377960096113
Glencoe High School,410002301306,4100023,Hillsboro SD 1J,High,13576.4037367685,1473.24645311603,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.4
Groner K-8,410002301203,4100023,Hillsboro SD 1J,Middle,17319.0627911033,211.565285103139,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.940112688471563
Hillsboro High School,410002301252,4100023,Hillsboro SD 1J,High,15231.8475689723,1245.75060322363,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.59
Hillsboro Online Academy,410002301824,4100023,Hillsboro SD 1J,High,4427.75305344759,181.868199790065,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.33
Imlay Elementary School,410002304174,4100023,Hillsboro SD 1J,Elementary,13703.9065027564,512.636612361598,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.37
Indian Hills Elementary School,410002301295,4100023,Hillsboro SD 1J,Elementary,12844.1190461284,482.781234030643,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.4
J W Poynter Middle School,410002301251,4100023,Hillsboro SD 1J,Middle,12456.0976727199,747.072825648535,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.5
Jackson Elementary School,410002301373,4100023,Hillsboro SD 1J,Elementary,12863.4265335719,552.403562202759,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.26
Ladd Acres Elementary School,410002301201,4100023,Hillsboro SD 1J,Elementary,12408.5908557874,544.738970728793,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.36
Lenox Elementary School,410002301300,4100023,Hillsboro SD 1J,Elementary,12587.0739232037,501.076607387078,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.34
Liberty High School,410002301585,4100023,Hillsboro SD 1J,High,13752.0902304481,1499.31047801268,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.42
Lincoln Street Elementary School,410002301749,4100023,Hillsboro SD 1J,Elementary,15329.8152764674,475.005607568948,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.985202242834494
Minter Bridge Elementary School,410002301305,4100023,Hillsboro SD 1J,Elementary,12351.4368743432,474.283857729094,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.961930767199956
Mooberry Elementary School,410002301173,4100023,Hillsboro SD 1J,Elementary,13888.8189343979,429.051847971306,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.996318190456368
North Plains Elementary School,410002301243,4100023,Hillsboro SD 1J,Elementary,13448.7730711189,386.498665690802,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.3
Orenco Elementary School,410002301499,4100023,Hillsboro SD 1J,Elementary,12903.3730285754,641.185322837465,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.3
Paul L Patterson Elementary School,410002301500,4100023,Hillsboro SD 1J,Elementary,13209.5684604286,454.617281846568,0.71812743,11.15124,0.33782411,0.061095558,0.096887529,Urban,0.26
