schoolname,ncesid,ncesdistid_geo,distname,level,ppe,enroll,sesavgall,lninc50avgall,baplusavgall,unempavgall,snapavgall,locale,frpl
Adrian Elementary School,410102000755,4101020,Adrian SD 61,Middle,14074.1956375502,200.73999999998,0.1266571,10.600165,0.19185211,0.058408074,0.12996839,Rural,0.63
Adrian High School,410102000756,4101020,Adrian SD 61,High,21201.5170817401,88.524097142789,0.1266571,10.600165,0.19185211,0.058408074,0.12996839,Rural,0.49
Alsea Charter School,410120000019,4101200,Alsea SD 7J,High,13716.824167834,281.82210274774,0.28618354,10.879308,0.19830714,0.052387871,0.15077406,Rural,0.63
Amity Elementary School,410123001260,4101230,Amity SD 4J,Elementary,11182.77159343,329.507352179365,0.18005413,10.981353,0.23519599,0.071234718,0.14639367,Rural,0.44
Amity High School,410123001263,4101230,Amity SD 4J,High,15693.2484171428,246.234187069774,0.18005413,10.981353,0.23519599,0.071234718,0.14639367,Rural,0.37
Amity Middle School,410123001320,4101230,Amity SD 4J,Middle,11864.8824710943,205.885841037969,0.18005413,10.981353,0.23519599,0.071234718,0.14639367,Rural,0.44
Eola Hills Charter School,410123001653,4101230,Amity SD 4J,High,2011.40512766752,38.2689047082942,0.18005413,10.981353,0.23519599,0.071234718,0.14639367,Rural,0.0046168083
Annex Charter School,410135000753,4101350,Annex SD 29,Middle,20618.9046364485,89.762195121934,-0.052659117,10.620107,0.14507861,0.056734633,0.13809359,Rural,0.961632856074721
Arlington Community Charter School,410147000343,4101470,Arlington SD 3,High,23406.2938436161,163.805555555543,0.013468537,10.892838,0.20638546,0.067732036,0.15074123,Rural,0.955872271889821
Ashland High School,410156000401,4101560,Ashland SD 5,High,16686.3221432509,970.703448463888,0.28741035,10.744951,0.54757458,0.067578338,0.12403281,Suburb,0.29
Ashland Middle School,410156000400,4101560,Ashland SD 5,Middle,15477.9051561438,567.730587352095,0.28741035,10.744951,0.54757458,0.067578338,0.12403281,Suburb,0.34
Bellview Elementary School,410156000395,4101560,Ashland SD 5,Elementary,14234.9207140117,311.776942355846,0.28741035,10.744951,0.54757458,0.067578338,0.12403281,Suburb,0.34
Helman Elementary School,410156000397,4101560,Ashland SD 5,Elementary,14063.9737598328,342.75056975766,0.28741035,10.744951,0.54757458,0.067578338,0.12403281,Suburb,0.28
John Muir Outdoor School,410156001654,4101560,Ashland SD 5,Middle,14559.8989491801,125.871345029233,0.28741035,10.744951,0.54757458,0.067578338,0.12403281,Suburb,0.0035569349
Walker Elementary School,410156000399,4101560,Ashland SD 5,Elementary,14303.9529143325,339.777777777742,0.28741035,10.744951,0.54757458,0.067578338,0.12403281,Suburb,0.37
Astor Elementary School,410162000152,4101620,Astoria SD 1,Elementary,11371.7312848865,435.86206896547,0.13980907,10.69426,0.26575801,0.062207907,0.13909566,Town,0.5
Astoria Middle School,410162000153,4101620,Astoria SD 1,Middle,11535.4116751115,460.516705155896,0.13980907,10.69426,0.26575801,0.062207907,0.13909566,Town,0.51
Astoria Senior High School,410162000155,4101620,Astoria SD 1,High,13711.2351441357,556.32226617542,0.13980907,10.69426,0.26575801,0.062207907,0.13909566,Town,0.36
Lewis & Clark Elementary School,410162000156,4101620,Astoria SD 1,Elementary,10826.58826479,413.72988505744,0.13980907,10.69426,0.26575801,0.062207907,0.13909566,Town,0.49
Athena Elementary School,410166001112,4101660,Athena-Weston SD 29RJ,Elementary,13780.6076179215,151.076470588223,0.45236045,10.929073,0.21559618,0.062621839,0.10736543,Rural,0.7
Weston Middle School,410166001114,4101660,Athena-Weston SD 29RJ,Middle,10998.0359855181,254.186071025123,0.45236045,10.929073,0.21559618,0.062621839,0.10736543,Rural,0.57
Weston-McEwen High School,410166001115,4101660,Athena-Weston SD 29RJ,High,16018.1309843589,179.215152203126,0.45236045,10.929073,0.21559618,0.062621839,0.10736543,Rural,0.47
Baker Early College,410171001783,4101710,Baker SD 5J,High,3865.58647214599,318.529689603704,-0.34395424,10.657318,0.21747439,0.093296513,0.174602,Town,0.22
Baker High School,410171000009,4101710,Baker SD 5J,High,17324.5449490958,415.308119835048,-0.34395424,10.657318,0.21747439,0.093296513,0.174602,Town,0.38
Baker Middle School,410171000001,4101710,Baker SD 5J,Middle,11119.7775630135,252.444241826693,-0.34395424,10.657318,0.21747439,0.093296513,0.174602,Town,0.52
Baker Web Academy,410171001767,4101710,Baker SD 5J,High,3865.586472146,1806.4482254852,-0.34395424,10.657318,0.21747439,0.093296513,0.174602,Town,0.47
Brooklyn Primary School,410171000002,4101710,Baker SD 5J,Elementary,10818.0768290962,429.699441008715,-0.34395424,10.657318,0.21747439,0.093296513,0.174602,Town,0.62
Haines Elementary School,410171000030,4101710,Baker SD 5J,Elementary,10857.3822598213,153.472593105694,-0.34395424,10.657318,0.21747439,0.093296513,0.174602,Town,0.38
Keating Elementary School,410171000034,4101710,Baker SD 5J,Elementary,10820.9900435746,28,-0.34395424,10.657318,0.21747439,0.093296513,0.174602,Town,0.39
South Baker Intermediate School,410171000007,4101710,Baker SD 5J,Elementary,9200.26215173291,365.602980789082,-0.34395424,10.657318,0.21747439,0.093296513,0.174602,Town,0.6
Bandon Senior High School,410180000237,4101800,Bandon SD 54,High,18319.5165209313,196.709770114876,-0.4440667,10.465802,0.21914607,0.066468738,0.18197341,Town,0.47
Harbor Lights Middle School,410180000235,4101800,Bandon SD 54,Middle,11930.6551752609,237.965517241359,-0.4440667,10.465802,0.21914607,0.066468738,0.18197341,Town,0.61
Ocean Crest Elementary School,410180000236,4101800,Bandon SD 54,Elementary,12338.8955385785,252.775862068933,-0.4440667,10.465802,0.21914607,0.066468738,0.18197341,Town,0.58
Banks Elementary School,410183001176,4101830,Banks SD 13,Elementary,11330.5263817951,485.00396825394,1.1470847,11.41341,0.26098141,0.058597982,0.070231393,Rural,0.26
Banks High School,410183001180,4101830,Banks SD 13,High,12696.6742133655,378.937938363315,1.1470847,11.41341,0.26098141,0.058597982,0.070231393,Rural,0.23
Banks Middle School,410183001179,4101830,Banks SD 13,Middle,12133.6636054109,254.436813651552,1.1470847,11.41341,0.26098141,0.058597982,0.070231393,Rural,0.29
Aloha High School,410192001239,4101920,Beaverton SD 48J,High,14768.6085648364,1867.02285033076,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.64
Aloha-Huber Park School,410192001204,4101920,Beaverton SD 48J,Middle,13631.0134388482,926.755021499877,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.79
Arco Iris Spanish Immersion School,410192001791,4101920,Beaverton SD 48J,Middle,4342.40950329226,368.903034806733,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.06
Arts and Communication Magnet Academy,410192000213,4101920,Beaverton SD 48J,High,13386.9105661272,688.103094550281,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.24
Barnes Elementary School,410192001205,4101920,Beaverton SD 48J,Elementary,13971.5693991826,629.290241881453,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.68
Beaver Acres Elementary School,410192001206,4101920,Beaverton SD 48J,Elementary,15288.5583366239,647.477936570581,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.58
Beaverton High School,410192001240,4101920,Beaverton SD 48J,High,16296.6621589188,1558.90168685942,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.51
Bethany Elementary School,410192001207,4101920,Beaverton SD 48J,Elementary,12619.7066062272,530.630863599501,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.17
Bonny Slope Elementary School,410192001753,4101920,Beaverton SD 48J,Elementary,12502.855185524,652.590236780251,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.1
Cedar Mill Elementary School,410192001210,4101920,Beaverton SD 48J,Elementary,13368.3110602487,425.10169491521,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.13
Cedar Park Middle School,410192001233,4101920,Beaverton SD 48J,Middle,12689.0872766316,1012.26651961906,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.27
Chehalem Elementary School,410192001211,4101920,Beaverton SD 48J,Elementary,15971.6684905907,494.540159117741,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.64
Community School,410192000220,4101920,Beaverton SD 48J,High,33547.4715983302,143.012769375678,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.946429631062783
Conestoga Middle School,410192000552,4101920,Beaverton SD 48J,Middle,12540.6705273948,996.262919171211,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.34
Cooper Mountain Elementary School,410192001212,4101920,Beaverton SD 48J,Elementary,14845.8444004841,483.515273785128,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.18
Elmonica Elementary School,410192001321,4101920,Beaverton SD 48J,Elementary,12869.8774020614,739.039903147526,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.51
Errol Hassell Elementary School,410192001301,4101920,Beaverton SD 48J,Elementary,14783.888940486,460.659444758982,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.41
Findley Elementary,410192001262,4101920,Beaverton SD 48J,Elementary,12741.7787486823,692.016949152487,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.0231221225392073
Fir Grove Elementary School,410192001213,4101920,Beaverton SD 48J,Elementary,16276.6848430885,387.429638444973,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.5
Five Oaks Middle School,410192001234,4101920,Beaverton SD 48J,Middle,13932.0207749682,1011.24499369881,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.61
Greenway Elementary School,410192001289,4101920,Beaverton SD 48J,Elementary,18098.5106381171,332.734674973607,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.74
Hazeldale Elementary School,410192001215,4101920,Beaverton SD 48J,Elementary,16925.8707475407,456.40164566208,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.5
Health & Science School,410192001745,4101920,Beaverton SD 48J,High,13563.3350370128,725.321561869445,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.4
Highland Park Middle School,410192001237,4101920,Beaverton SD 48J,Middle,12956.5726537421,865.956868904959,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.31
Hiteon Elementary School,410192001216,4101920,Beaverton SD 48J,Elementary,14130.3522903944,654.002529360435,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.31
Hope Chinese Charter School,410192001823,4101920,Beaverton SD 48J,Middle,4342.40950329227,276.872832369932,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.0031526589
International School of Beaverton,410192001647,4101920,Beaverton SD 48J,High,12633.9196550985,866.727207520148,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.2
Jacob Wismer Elementary School,410192001445,4101920,Beaverton SD 48J,Elementary,12776.2933169772,730.58535736549,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.05
Kinnaman Elementary School,410192001217,4101920,Beaverton SD 48J,Elementary,15832.9796487745,657.34927983271,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.68
McKay Elementary School,410192001219,4101920,Beaverton SD 48J,Elementary,18281.8865453037,295.786002414124,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.59
McKinley Elementary School,410192001220,4101920,Beaverton SD 48J,Elementary,15798.831248181,579.947922479746,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.63
Meadow Park Middle School,410192001235,4101920,Beaverton SD 48J,Middle,14800.4250633145,811.165133701707,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.44
Montclair Elementary School,410192001222,4101920,Beaverton SD 48J,Elementary,14878.6327226692,304.406779661001,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.2
Mountain View Middle School,410192001236,4101920,Beaverton SD 48J,Middle,13104.1287710037,904.016688732473,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.61
Mountainside High School,410192001855,4101920,Beaverton SD 48J,High,4342.40950329227,1395.34558898161,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.21
Nancy Ryles Elementary School,410192000210,4101920,Beaverton SD 48J,Elementary,11426.2313183731,645.81355932197,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.22
Oak Hills Elementary School,410192001223,4101920,Beaverton SD 48J,Elementary,13563.7343224842,569.005649717455,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.18
Raleigh Hills Elementary School,410192001224,4101920,Beaverton SD 48J,Middle,15785.1321166802,548.220338983003,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.48
Raleigh Park Elementary School,410192001225,4101920,Beaverton SD 48J,Elementary,16356.0253468231,365.047395148859,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.44
Ridgewood Elementary School,410192001226,4101920,Beaverton SD 48J,Elementary,16166.47499016,419.524821264675,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.19
Rock Creek Elementary School,410192001227,4101920,Beaverton SD 48J,Elementary,13060.003993865,568.126682808643,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.22
Sato Elementary School,410192001856,4101920,Beaverton SD 48J,Elementary,4342.40950329226,618.056497175041,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.14
Scholls Heights Elementary School,410192001430,4101920,Beaverton SD 48J,Elementary,14343.9286925726,557.570621468884,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.16
School of Science & Technology,410192000536,4101920,Beaverton SD 48J,High,13563.9772814954,162.65713228779,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.19
Sexton Mountain Elementary School,410192011348,4101920,Beaverton SD 48J,Elementary,13520.3221286698,549.905770081611,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.19
Southridge High School,410192001432,4101920,Beaverton SD 48J,High,14723.6664009186,1453.38911933196,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.41
Springville K-8 School,410192001779,4101920,Beaverton SD 48J,Middle,13191.938589416,849.644674516059,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.16
Stoller Middle School,410192001431,4101920,Beaverton SD 48J,Middle,11185.5712070765,1548.84203220548,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.12
Sunset High School,410192001241,4101920,Beaverton SD 48J,High,12874.95658282,2122.29284892527,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.16
Terra Linda Elementary School,410192001229,4101920,Beaverton SD 48J,Elementary,15960.1025930087,356.601473976544,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.38
Vose Elementary School,410192001230,4101920,Beaverton SD 48J,Elementary,14878.4304600434,644.432583028352,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.76
West Tualatin View Elementary School,410192001231,4101920,Beaverton SD 48J,Elementary,15857.9737851809,348.21387921968,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.15
Westview High School,410192000554,4101920,Beaverton SD 48J,High,12502.0984500821,2478.05338314458,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.26
Whitford Middle School,410192001238,4101920,Beaverton SD 48J,Middle,14901.3590510076,708.618382556713,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.55
William Walker Elementary School,410192001232,4101920,Beaverton SD 48J,Elementary,17366.1747936443,447.725959428925,0.94220579,11.163839,0.4677909,0.061830692,0.081290536,Urban,0.992529095988721
Amity Creek Elementary School,410198000607,4101980,Bend-LaPine Administrative SD 1,Elementary,12054.0401277554,165.323529411761,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.19
Bear Creek Elementary School,410198000258,4101980,Bend-LaPine Administrative SD 1,Elementary,11554.1447855963,575.917647058772,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.59
Bend International School,410198001845,4101980,Bend-LaPine Administrative SD 1,Middle,4723.99899984202,207.823529411594,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.37
Bend Senior High School,410198000270,4101980,Bend-LaPine Administrative SD 1,High,11897.770038666,1676.14831096856,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.31
Buckingham Elementary School,410198001290,4101980,Bend-LaPine Administrative SD 1,Elementary,11112.9104451761,559.488235294063,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.33
Cascade Middle School,410198000259,4101980,Bend-LaPine Administrative SD 1,Middle,10575.7553353186,748.556448504831,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.24
Desert Sky Montessori,410198001860,4101980,Bend-LaPine Administrative SD 1,Elementary,4723.99899984202,132.517647058811,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.09
Elk Meadow Elementary School,410198000245,4101980,Bend-LaPine Administrative SD 1,Elementary,11488.3478199154,559.605882352903,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.44
Ensworth Elementary School,410198001603,4101980,Bend-LaPine Administrative SD 1,Elementary,14223.643502714,206.952941176446,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.992237610095181
High Desert Middle School,410198000263,4101980,Bend-LaPine Administrative SD 1,Middle,10559.1606639725,834.642441860397,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.4
High Lakes Elementary School,410198001487,4101980,Bend-LaPine Administrative SD 1,Elementary,10762.5691389846,596.511764705853,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.08
Highland School at Kenwood Elementary School,410198001438,4101980,Bend-LaPine Administrative SD 1,Elementary,11154.368211038,392.999999999999,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.09
Juniper Elementary School,410198000265,4101980,Bend-LaPine Administrative SD 1,Elementary,11914.7748551108,487.350924369625,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.48
LaPine Elementary School,410198000262,4101980,Bend-LaPine Administrative SD 1,Elementary,11511.7985625565,386.07058823523,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.977082630004734
LaPine Middle School,410198000264,4101980,Bend-LaPine Administrative SD 1,Middle,11810.0367358898,319.702220674811,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.63
LaPine Senior High School,410198000272,4101980,Bend-LaPine Administrative SD 1,High,15682.7797021152,414.546385535178,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.58
Lava Ridge Elementary School,410198000546,4101980,Bend-LaPine Administrative SD 1,Elementary,11237.4693193158,582.576470588194,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.3
Marshall High School,410198000688,4101980,Bend-LaPine Administrative SD 1,High,20639.1894641941,130.351706732431,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.944857904845849
Mountain View Senior High School,410198000271,4101980,Bend-LaPine Administrative SD 1,High,11474.9111272478,1345.7234531493,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.34
Pacific Crest Middle School,410198001839,4101980,Bend-LaPine Administrative SD 1,Middle,10300.3171294616,710.935066445083,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.09
Pilot Butte Middle School,410198000268,4101980,Bend-LaPine Administrative SD 1,Middle,11113.005097587,674.587817582647,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.52
Pine Ridge Elementary,410198001576,4101980,Bend-LaPine Administrative SD 1,Elementary,11369.4527429045,508.705882352901,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.25
Ponderosa Elementary,410198001747,4101980,Bend-LaPine Administrative SD 1,Elementary,11449.4052468691,575.235039773264,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.32
R E Jewell Elementary School,410198000266,4101980,Bend-LaPine Administrative SD 1,Elementary,11140.6109684609,542.841176470541,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.42
Realms High School,410198001871,4101980,Bend-LaPine Administrative SD 1,High,25056.8633439703,83.1024311873676,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.28
Realms Middle School,410198001436,4101980,Bend-LaPine Administrative SD 1,Middle,13753.9672222938,148.765958739471,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.16
Rosland Elementary,410198001794,4101980,Bend-LaPine Administrative SD 1,Elementary,4723.99899984203,200.438235294087,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.970794251556508
Silver Rail Elementary School,410198001844,4101980,Bend-LaPine Administrative SD 1,Elementary,11331.9285217681,491.03385852309,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.42
Sky View Middle School,410198001488,4101980,Bend-LaPine Administrative SD 1,Middle,10837.4339888553,678.040163582251,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.3
Skyline High School,410198001866,4101980,Bend-LaPine Administrative SD 1,High,24736.0600645968,81.738225498466,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.16
Summit High School,410198001451,4101980,Bend-LaPine Administrative SD 1,High,11056.2878959158,1514.96873365144,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.13
Three Rivers Elementary School,410198001350,4101980,Bend-LaPine Administrative SD 1,Middle,11702.111798387,436.751148625094,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.39
Westside Village Magnet School at Kingston Elementary School,410198001454,4101980,Bend-LaPine Administrative SD 1,Middle,11937.5395404381,258.432282941872,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.39
William E Miller Elementary,410198001758,4101980,Bend-LaPine Administrative SD 1,Elementary,10590.2061030135,619.358823529377,0.72495186,10.983729,0.34814605,0.054725882,0.098882489,Urban,0.11
Cascade Middle School,410204000621,4102040,Bethel SD 52,Middle,13935.066121625,335.842358934122,-0.096824497,10.813194,0.18960579,0.072616123,0.18096823,Urban,0.965946051054634
Clear Lake Elementary School,410204000616,4102040,Bethel SD 52,Elementary,14075.7583412863,240.560297471133,-0.096824497,10.813194,0.18960579,0.072616123,0.18096823,Urban,0.95873192537576
Danebo Elementary School,410204000617,4102040,Bethel SD 52,Elementary,14755.7260548072,290.678160919501,-0.096824497,10.813194,0.18960579,0.072616123,0.18096823,Urban,0.956329803005792
Fairfield Elementary School,410204000618,4102040,Bethel SD 52,Elementary,12476.403597484,402.287619047489,-0.096824497,10.813194,0.18960579,0.072616123,0.18096823,Urban,0.946054329811595
Irving Elementary School,410204000619,4102040,Bethel SD 52,Elementary,12767.1482079349,347.269649857126,-0.096824497,10.813194,0.18960579,0.072616123,0.18096823,Urban,0.35
Kalapuya High School,410204004178,4102040,Bethel SD 52,High,21066.5346058997,103.12165462749,-0.096824497,10.813194,0.18960579,0.072616123,0.18096823,Urban,0.948254200574011
Malabon Elementary School,410204000620,4102040,Bethel SD 52,Elementary,12402.8677800508,418.734077855832,-0.096824497,10.813194,0.18960579,0.072616123,0.18096823,Urban,0.948187830988318
Meadow View School,410204001391,4102040,Bethel SD 52,Middle,11191.7670148674,799.995852216593,-0.096824497,10.813194,0.18960579,0.072616123,0.18096823,Urban,0.39
Prairie Mountain School,410204004179,4102040,Bethel SD 52,Middle,12885.6924685987,670.656896551577,-0.096824497,10.813194,0.18960579,0.072616123,0.18096823,Urban,0.62
Shasta Middle School,410204000622,4102040,Bethel SD 52,Middle,12297.5940649184,417.536413811968,-0.096824497,10.813194,0.18960579,0.072616123,0.18096823,Urban,0.53
Willamette High School,410204000623,4102040,Bethel SD 52,High,12936.0318907331,1469.35204919461,-0.096824497,10.813194,0.18960579,0.072616123,0.18096823,Urban,0.43
Triangle Lake Charter School,410216000641,4102160,Blachly SD 90,High,18146.263099815,227.304617208852,-0.24032316,10.64495,0.17755546,0.062838361,0.16598606,Rural,0.57
Black Butte Elementary School,410219000449,4102190,Black Butte SD 41,Middle,17463.6898719311,27.56976744186,0.76134872,10.87324,0.29458466,0.050073333,0.046323303,Rural,0.65
Azalea Middle School,410231000253,4102310,Brookings-Harbor SD 17C,Middle,13559.669993247,339.586971724238,-0.032256357,10.620358,0.21035543,0.083867289,0.12382787,Town,0.5
Brookings-Harbor High School,410231000255,4102310,Brookings-Harbor SD 17C,High,15561.6462221559,475.617196313784,-0.032256357,10.620358,0.21035543,0.083867289,0.12382787,Town,0.46
Kalmiopsis Elementary School,410231000254,4102310,Brookings-Harbor SD 17C,Elementary,11158.6325596053,722.456255293137,-0.032256357,10.620358,0.21035543,0.083867289,0.12382787,Town,0.958873138581403
Burnt River School,410174000013,4101740,Burnt River SD 30J,High,29461.8272783156,59.363365125939,0.60011685,10.633396,0.18457204,0.044418354,0.084865339,Rural,0.26
Butte Falls Charter School,410258000426,4102580,Butte Falls SD 91,High,19294.9603326293,219.662497197912,-0.22765006,10.742416,0.15238272,0.077721536,0.1486854,Rural,0.957644199067727
Camas Valley School,410261000315,4102610,Camas Valley SD 21J,High,19739.6146276659,209.088804814627,-0.53316534,10.732824,0.086596355,0.070948698,0.1632781,Rural,0.57
Baker Prairie Middle School,410264001651,4102640,Canby SD 86,Middle,12236.9999940245,609.809210526277,0.89421916,11.120609,0.29111835,0.052223884,0.087249696,Town,0.49
Canby High School,410264000148,4102640,Canby SD 86,High,14869.3603831337,1363.38500717435,0.89421916,11.120609,0.29111835,0.052223884,0.087249696,Town,0.4
Carus School,410264000100,4102640,Canby SD 86,Elementary,11847.4463423964,473.970760233873,0.89421916,11.120609,0.29111835,0.052223884,0.087249696,Town,0.46
Cecile Trost Elementary School,410264000165,4102640,Canby SD 86,Elementary,13384.9073429572,416.017543859605,0.89421916,11.120609,0.29111835,0.052223884,0.087249696,Town,0.68
Howard Eccles Elementary School,410264000132,4102640,Canby SD 86,Elementary,12166.8000809996,458.608187134479,0.89421916,11.120609,0.29111835,0.052223884,0.087249696,Town,0.34
Ninety-One School,410264000135,4102640,Canby SD 86,Middle,12320.5884030609,479.276908714342,0.89421916,11.120609,0.29111835,0.052223884,0.087249696,Town,0.34
Philander Lee Elementary School,410264001659,4102640,Canby SD 86,Elementary,13267.9898853082,426.42105263154,0.89421916,11.120609,0.29111835,0.052223884,0.087249696,Town,0.47
William Knight Elementary School,410264000130,4102640,Canby SD 86,Elementary,14493.5623589878,360.69260292033,0.89421916,11.120609,0.29111835,0.052223884,0.087249696,Town,0.52
Aumsville Elementary School,410278000767,4102780,Cascade SD 5,Elementary,12411.2506713155,571.837970653328,0.28697407,11.06039,0.18513666,0.083508417,0.1174698,Suburb,0.55
Cascade Junior High School,410278000855,4102780,Cascade SD 5,Middle,11106.4815269082,563.174501660906,0.28697407,11.06039,0.18513666,0.083508417,0.1174698,Suburb,0.45
Cascade Opportunity Center,410278001854,4102780,Cascade SD 5,High,3960.79769688451,62.7416821199306,0.28697407,11.06039,0.18513666,0.083508417,0.1174698,Suburb,0.73
Cascade Senior High School,410278000856,4102780,Cascade SD 5,High,15387.6887038929,673.22695432045,0.28697407,11.06039,0.18513666,0.083508417,0.1174698,Suburb,0.4
Cloverdale Elementary School,410278000851,4102780,Cascade SD 5,Elementary,12829.28581106,164.811461794003,0.28697407,11.06039,0.18513666,0.083508417,0.1174698,Suburb,0.27
Turner Elementary School,410278000835,4102780,Cascade SD 5,Elementary,11900.0942257825,309.676771871532,0.28697407,11.06039,0.18513666,0.083508417,0.1174698,Suburb,0.33
Butler Creek Elementary School,410280001574,4102800,Centennial SD 28J,Elementary,12487.5518702485,561.397592136023,-0.37291485,10.851624,0.19516245,0.078346111,0.20332114,Suburb,0.43
